Gemeindename,Gemeindeschlüssel,Stand in der KWP
Igel,7235051.0,Stand unbekannt
Kordel,7235069.0,Stand unbekannt
Langsur,7235073.0,Stand unbekannt
Newel,7235094.0,Stand unbekannt
Ralingen,7235111.0,Stand unbekannt
Trierweiler,7235137.0,Stand unbekannt
Zemmer,7235151.0,Stand unbekannt
Welschbillig,7235501.0,Stand unbekannt
Eckelsheim,7331017.0,Stand unbekannt
Gau-Bickelheim,7331030.0,Stand unbekannt
Gumbsheim,7331035.0,Stand unbekannt
Siefersheim,7331060.0,Stand unbekannt
Stein-Bockenheim,7331062.0,Stand unbekannt
Wendelsheim,7331070.0,Stand unbekannt
Wöllstein,7331072.0,Stand unbekannt
Wonsheim,7331075.0,Stand unbekannt
Altleiningen,7332001.0,Stand unbekannt
Battenberg (Pfalz),7332003.0,Stand unbekannt
Bissersheim,7332004.0,Stand unbekannt
Bobenheim am Berg,7332005.0,Stand unbekannt
Bockenheim an der Weinstraße,7332006.0,Stand unbekannt
Carlsberg,7332007.0,Stand unbekannt
Dackenheim,7332008.0,Stand unbekannt
Deidesheim,7332009.0,Stand unbekannt
Dirmstein,7332010.0,Stand unbekannt
Ebertsheim,7332012.0,Stand unbekannt
Ellerstadt,7332013.0,Stand unbekannt
Elmstein,7332014.0,Stand unbekannt
Erpolzheim,7332015.0,Stand unbekannt
Esthal,7332016.0,Stand unbekannt
Forst an der Weinstraße,7332017.0,Stand unbekannt
Frankeneck,7332018.0,Stand unbekannt
Freinsheim,7332019.0,Stand unbekannt
Friedelsheim,7332020.0,Stand unbekannt
Gerolsheim,7332021.0,Stand unbekannt
Gönnheim,7332022.0,Stand unbekannt
Großkarlbach,7332023.0,Stand unbekannt
Grünstadt,7332024.0,Stand unbekannt
Herxheim am Berg,7332026.0,Stand unbekannt
Hettenleidelheim,7332027.0,Stand unbekannt
Kallstadt,7332028.0,Stand unbekannt
Kindenheim,7332029.0,Stand unbekannt
Kirchheim an der Weinstraße,7332030.0,Stand unbekannt
Kleinkarlbach,7332031.0,Stand unbekannt
Laumersheim,7332033.0,Stand unbekannt
Lindenberg,7332034.0,Stand unbekannt
Meckenheim (Pfalz),7332035.0,Stand unbekannt
Mertesheim,7332036.0,Stand unbekannt
Neidenfels,7332037.0,Stand unbekannt
Neuleiningen,7332038.0,Stand unbekannt
Niederkirchen bei Deidesheim,7332039.0,Stand unbekannt
Obersülzen,7332040.0,Stand unbekannt
Obrigheim (Pfalz),7332041.0,Stand unbekannt
Quirnheim,7332042.0,Stand unbekannt
Ruppertsberg,7332043.0,Stand unbekannt
Tiefenthal (Pfalz),7332044.0,Stand unbekannt
Wachenheim an der Weinstraße,7332046.0,Stand unbekannt
Wattenheim,7332047.0,Stand unbekannt
Weidenthal,7332048.0,Stand unbekannt
Weisenheim am Berg,7332049.0,Stand unbekannt
Weisenheim am Sand,7332050.0,Stand unbekannt
Alsenz,7333003.0,Stand unbekannt
Bayerfeld-Steckweiler,7333004.0,Stand unbekannt
Bisterschied,7333008.0,Stand unbekannt
Dielkirchen,7333014.0,Stand unbekannt
Dörrmoschel,7333016.0,Stand unbekannt
Finkenbach-Gersweiler,7333021.0,Stand unbekannt
Gaugrehweiler,7333023.0,Stand unbekannt
Gehrweiler,7333024.0,Stand unbekannt
Gerbach,7333025.0,Stand unbekannt
Gundersweiler,7333028.0,Stand unbekannt
Imsweiler,7333034.0,Stand unbekannt
Kalkofen,7333036.0,Stand unbekannt
Katzenbach,7333037.0,Stand unbekannt
Mannweiler-Cölln,7333043.0,Stand unbekannt
Münsterappel,7333049.0,Stand unbekannt
Niederhausen an der Appel,7333050.0,Stand unbekannt
Niedermoschel,7333051.0,Stand unbekannt
Oberhausen an der Appel,7333053.0,Stand unbekannt
Obermoschel,7333054.0,Stand unbekannt
Oberndorf (Pfalz),7333055.0,Stand unbekannt
Ransweiler,7333061.0,Stand unbekannt
Ruppertsecken,7333065.0,Stand unbekannt
Sankt Alban,7333066.0,Stand unbekannt
Schiersfeld,7333067.0,Stand unbekannt
Schönborn (Pfalz),7333068.0,Stand unbekannt
Sitters,7333072.0,Stand unbekannt
Stahlberg,7333073.0,Stand unbekannt
Teschenmoschel,7333077.0,Stand unbekannt
Unkenbach,7333078.0,Stand unbekannt
Waldgrehweiler,7333079.0,Stand unbekannt
Winterborn,7333083.0,Stand unbekannt
Würzweiler,7333084.0,Stand unbekannt
Rathskirchen,7333201.0,Stand unbekannt
Reichsthal,7333202.0,Stand unbekannt
Seelen,7333203.0,Stand unbekannt
Rockenhausen,7333502.0,Stand unbekannt
Berg (Pfalz),7334002.0,Stand unbekannt
Hagenbach,7334008.0,Stand unbekannt
Neuburg am Rhein,7334021.0,Stand unbekannt
Scheibenhardt,7334027.0,Stand unbekannt
Bann,7335002.0,Stand unbekannt
Enkenbach-Alsenborn,7335004.0,Stand unbekannt
Fischbach (bei Kaiserslautern),7335007.0,Stand unbekannt
Frankenstein,7335010.0,Stand unbekannt
Hauptstuhl,7335012.0,Stand unbekannt
Hochspeyer,7335015.0,Stand unbekannt
Kindsbach,7335018.0,Stand unbekannt
Krickenbach,7335021.0,Stand unbekannt
Landstuhl,7335022.0,Stand unbekannt
Linden (Pfalz),7335023.0,Stand unbekannt
Mehlingen,7335026.0,Stand unbekannt
Mittelbrunn,7335027.0,Stand unbekannt
Neuhemsbach,7335028.0,Stand unbekannt
Oberarnbach,7335031.0,Stand unbekannt
Queidersbach,7335037.0,Stand unbekannt
Stelzenberg,7335045.0,Stand unbekannt
Trippstadt,7335047.0,Stand unbekannt
Waldleiningen,7335048.0,Stand unbekannt
Schopp,7335204.0,Stand unbekannt
Sembach,7335205.0,Stand unbekannt
Adenbach,7336001.0,Stand unbekannt
Aschbach,7336005.0,Stand unbekannt
Buborn,7336012.0,Stand unbekannt
Cronenberg,7336013.0,Stand unbekannt
Deimberg,7336014.0,Stand unbekannt
Einöllen,7336019.0,Stand unbekannt
Eßweiler,7336023.0,Stand unbekannt
Ginsweiler,7336029.0,Stand unbekannt
Glanbrücken,7336030.0,Stand unbekannt
Glan-Münchweiler,7336031.0,Stand unbekannt
Grumbach,7336033.0,Stand unbekannt
Hausweiler,7336035.0,Stand unbekannt
Hefersweiler,7336036.0,Stand unbekannt
Heinzenhausen,7336038.0,Stand unbekannt
Herren-Sulzbach,7336040.0,Stand unbekannt
Hinzweiler,7336042.0,Stand unbekannt
Hohenöllen,7336043.0,Stand unbekannt
Homberg (bei Lauterecken),7336044.0,Stand unbekannt
Hoppstädten,7336045.0,Stand unbekannt
Jettenbach (Pfalz),7336048.0,Stand unbekannt
Kappeln (bei Lauterecken),7336049.0,Stand unbekannt
Kirrweiler,7336050.0,Stand unbekannt
Kreimbach-Kaulbach,7336053.0,Stand unbekannt
Langweiler (bei Lauterecken),7336057.0,Stand unbekannt
Lauterecken,7336058.0,Stand unbekannt
Lohnweiler,7336060.0,Stand unbekannt
Medard,7336061.0,Stand unbekannt
Merzweiler,7336062.0,Stand unbekannt
Nerzweiler,7336065.0,Stand unbekannt
Nußbach,7336069.0,Stand unbekannt
Oberweiler im Tal,7336072.0,Stand unbekannt
Oberweiler-Tiefenbach,7336073.0,Stand unbekannt
Odenbach,7336074.0,Stand unbekannt
Offenbach-Hundheim,7336075.0,Stand unbekannt
Reipoltskirchen,7336085.0,Stand unbekannt
Relsberg,7336086.0,Stand unbekannt
Rothselberg,7336087.0,Stand unbekannt
Rutsweiler an der Lauter,7336090.0,Stand unbekannt
Sankt Julian,7336095.0,Stand unbekannt
Unterjeckenbach,7336100.0,Stand unbekannt
Wiesweiler,7336104.0,Stand unbekannt
Wolfstein,7336105.0,Stand unbekannt
Billigheim-Ingenheim,7337007.0,Stand unbekannt
Birkweiler,7337009.0,Stand unbekannt
Böchingen,7337012.0,Stand unbekannt
Eschbach (Pfalz),7337022.0,Stand unbekannt
Frankweiler,7337026.0,Stand unbekannt
Göcklingen,7337031.0,Stand unbekannt
Heuchelheim-Klingen,7337040.0,Stand unbekannt
Ilbesheim bei Landau in der Pfalz,7337042.0,Stand unbekannt
Impflingen,7337043.0,Stand unbekannt
Knöringen,7337050.0,Stand unbekannt
Leinsweiler,7337051.0,Stand unbekannt
Ranschbach,7337065.0,Stand unbekannt
Siebeldingen,7337073.0,Stand unbekannt
Walsheim,7337082.0,Stand unbekannt
Birkenheide,7338003.0,Stand unbekannt
Dannstadt-Schauernheim,7338006.0,Stand unbekannt
Fußgönheim,7338008.0,Stand unbekannt
Hochdorf-Assenheim,7338014.0,Stand unbekannt
Maxdorf,7338018.0,Stand unbekannt
Mutterstadt,7338019.0,Stand unbekannt
Rödersheim-Gronau,7338022.0,Stand unbekannt
Appenheim,7339001.0,Stand unbekannt
Bubenheim (Kreis Mainz-Bingen),7339008.0,Stand unbekannt
Engelstadt,7339016.0,Stand unbekannt
Gau-Algesheim,7339019.0,Stand unbekannt
Nieder-Hilbersheim,7339041.0,Stand unbekannt
Ober-Hilbersheim,7339046.0,Stand unbekannt
Ockenheim,7339048.0,Stand unbekannt
Schwabenheim an der Selz,7339051.0,Stand unbekannt
Bobenthal,7340001.0,Stand unbekannt
Busenberg,7340002.0,Stand unbekannt
Clausen,7340003.0,Stand unbekannt
Dahn,7340004.0,Stand unbekannt
Darstein,7340005.0,Stand unbekannt
Dimbach,7340006.0,Stand unbekannt
Donsieders,7340007.0,Stand unbekannt
Eppenbrunn,7340008.0,Stand unbekannt
Erfweiler,7340009.0,Stand unbekannt
Erlenbach bei Dahn,7340010.0,Stand unbekannt
Fischbach bei Dahn,7340011.0,Stand unbekannt
Geiselberg,7340012.0,Stand unbekannt
Hauenstein,7340014.0,Stand unbekannt
Heltersberg,7340015.0,Stand unbekannt
Hermersberg,7340016.0,Stand unbekannt
Hilst,7340019.0,Stand unbekannt
Hinterweidenthal,7340020.0,Stand unbekannt
Hirschthal,7340021.0,Stand unbekannt
Höheinöd,7340022.0,Stand unbekannt
Horbach (Pfalz),7340025.0,Stand unbekannt
Kröppen,7340026.0,Stand unbekannt
Leimen (Pfalz),7340027.0,Stand unbekannt
Lemberg,7340028.0,Stand unbekannt
Ludwigswinkel,7340029.0,Stand unbekannt
Lug,7340030.0,Stand unbekannt
Merzalben,7340031.0,Stand unbekannt
Münchweiler an der Rodalb,7340032.0,Stand unbekannt
Niederschlettenbach,7340033.0,Stand unbekannt
Nothweiler,7340034.0,Stand unbekannt
Obersimten,7340036.0,Stand unbekannt
Rodalben,7340038.0,Stand unbekannt
Rumbach,7340039.0,Stand unbekannt
Ruppertsweiler,7340040.0,Stand unbekannt
Schindhard,7340043.0,Stand unbekannt
Schmalenberg,7340044.0,Stand unbekannt
Schönau (Pfalz),7340045.0,Stand unbekannt
Schwanheim,7340047.0,Stand unbekannt
Schweix,7340048.0,Stand unbekannt
Spirkelbach,7340049.0,Stand unbekannt
Steinalben,7340050.0,Stand unbekannt
Trulben,7340052.0,Stand unbekannt
Vinningen,7340053.0,Stand unbekannt
Waldfischbach-Burgalben,7340054.0,Stand unbekannt
Wilgartswiesen,7340057.0,Stand unbekannt
Bottenbach,7340205.0,Stand unbekannt
Bruchweiler-Bärenbach,7340501.0,Stand unbekannt
Bundenthal,7340502.0,Stand unbekannt
Aidlingen,8115001.0,Stand unbekannt
Bondorf,8115004.0,Stand unbekannt
Deckenpfronn,8115010.0,Stand unbekannt
Ehningen,8115013.0,Stand unbekannt
Gäufelden,8115016.0,Stand unbekannt
Mötzingen,8115034.0,Stand unbekannt
Nufringen,8115037.0,Stand unbekannt
Weil im Schönbuch,8115051.0,Stand unbekannt
Jettingen,8115053.0,Stand unbekannt
Grafenau (Württemberg),8115054.0,Stand unbekannt
Altdorf (Kreis Esslingen),8116005.0,Stand unbekannt
Altenriet,8116006.0,Stand unbekannt
Baltmannsweiler,8116007.0,Stand unbekannt
Bempflingen,8116008.0,Stand unbekannt
Erkenbrechtsweiler,8116018.0,Stand unbekannt
Frickenhausen,8116020.0,Stand unbekannt
Großbettlingen,8116022.0,Stand unbekannt
Hochdorf (bei Plochingen),8116027.0,Stand unbekannt
Holzmaden,8116029.0,Stand unbekannt
Lichtenwald,8116037.0,Stand unbekannt
Neckartailfingen,8116041.0,Stand unbekannt
Neckartenzlingen,8116042.0,Stand unbekannt
Notzingen,8116048.0,Stand unbekannt
Ohmden,8116053.0,Stand unbekannt
Reichenbach an der Fils,8116058.0,Stand unbekannt
Schlaitdorf,8116063.0,Stand unbekannt
Lenningen,8116079.0,Stand unbekannt
Adelberg,8117001.0,Stand unbekannt
Birenbach,8117009.0,Stand unbekannt
Böhmenkirch,8117010.0,Stand unbekannt
Börtlingen,8117011.0,Stand unbekannt
Gingen an der Fils,8117025.0,Stand unbekannt
Gruibingen,8117028.0,Stand unbekannt
Hohenstadt,8117031.0,Stand unbekannt
Kuchen,8117033.0,Stand unbekannt
Ottenbach,8117037.0,Stand unbekannt
Salach,8117042.0,Stand unbekannt
Süßen,8117049.0,Stand unbekannt
Wäschenbeuren,8117053.0,Stand unbekannt
Wangen,8117055.0,Stand unbekannt
Lauterstein,8117061.0,Stand unbekannt
Affalterbach,8118001.0,Stand unbekannt
Benningen am Neckar,8118006.0,Stand unbekannt
Bönnigheim,8118010.0,Stand unbekannt
Erdmannhausen,8118014.0,Stand unbekannt
Erligheim,8118015.0,Stand unbekannt
Freudental,8118016.0,Stand unbekannt
Kirchheim am Neckar,8118040.0,Stand unbekannt
Pleidelsheim,8118063.0,Stand unbekannt
Plüderhausen,8119055.0,Stand unbekannt
Berglen,8119089.0,Stand unbekannt
Möckmühl,8125063.0,Stand unbekannt
Bühlertann,8127012.0,Stand unbekannt
Kirchberg an der Jagst,8127046.0,Stand unbekannt
Langenburg,8127047.0,Stand unbekannt
Freudenberg (Baden),8128039.0,Stand unbekannt
Niederstetten,8128082.0,Stand unbekannt
Wittighausen,8128137.0,Stand unbekannt
Dischingen,8135010.0,Stand unbekannt
Adelmannsfelden,8136003.0,Stand unbekannt
Bartholomä,8136007.0,Stand unbekannt
Bopfingen,8136010.0,Stand unbekannt
Ellenberg (Württemberg),8136018.0,Stand unbekannt
Kürnbach,8215040.0,Stand unbekannt
Malsch (Kreis Karlsruhe),8215046.0,Stand unbekannt
Marxzell,8215047.0,Stand unbekannt
Oberderdingen,8215059.0,Stand unbekannt
Östringen,8215064.0,Stand unbekannt
Sulzfeld (Baden),8215082.0,Stand unbekannt
Zaisenhausen,8215094.0,Stand unbekannt
Dettenheim,8215111.0,Stand unbekannt
Au am Rhein,8216002.0,Stand unbekannt
Bischweier,8216006.0,Stand unbekannt
Bühlertal,8216008.0,Stand unbekannt
Forbach,8216013.0,Stand unbekannt
Gernsbach,8216017.0,Stand unbekannt
Hügelsheim,8216022.0,Stand unbekannt
Iffezheim,8216023.0,Stand unbekannt
Loffenau,8216029.0,Stand unbekannt
Ottersweier,8216041.0,Stand unbekannt
Rheinmünster,8216063.0,Stand unbekannt
Adelsheim,8225001.0,Stand unbekannt
Billigheim,8225009.0,Stand unbekannt
Binau,8225010.0,Stand unbekannt
Fahrenbach,8225024.0,Stand unbekannt
Hardheim,8225032.0,Stand unbekannt
Höpfingen,8225039.0,Stand unbekannt
Limbach (Baden),8225052.0,Stand unbekannt
Mudau,8225060.0,Stand unbekannt
Neckargerach,8225064.0,Stand unbekannt
Neunkirchen (Baden),8225068.0,Stand unbekannt
Osterburken,8225075.0,Stand unbekannt
Rosenberg (Baden),8225082.0,Stand unbekannt
Seckach,8225091.0,Stand unbekannt
Zwingenberg (Baden),8225113.0,Stand unbekannt
Ravenstein,8225114.0,Stand unbekannt
Schefflenz,8225115.0,Stand unbekannt
Elztal,8225117.0,Stand unbekannt
Waldbrunn (Odenwald),8225118.0,Stand unbekannt
Altlußheim,8226003.0,Stand unbekannt
Epfenbach,8226017.0,Stand unbekannt
Malsch (bei Heidelberg),8226046.0,Stand unbekannt
Neckarbischofsheim,8226055.0,Stand unbekannt
Neidenstein,8226058.0,Stand unbekannt
Neulußheim,8226059.0,Stand unbekannt
Plankstadt,8226063.0,Stand unbekannt
Reichartshausen,8226066.0,Stand unbekannt
Reilingen,8226068.0,Stand unbekannt
Schönbrunn,8226081.0,Stand unbekannt
Waibstadt,8226091.0,Stand unbekannt
Zuzenhausen,8226101.0,Stand unbekannt
Angelbachtal,8226102.0,Stand unbekannt
St. Leon-Rot,8226103.0,Stand unbekannt
Helmstadt-Bargen,8226106.0,Stand unbekannt
Althengstett,8235007.0,Stand unbekannt
Dobel,8235018.0,Stand unbekannt
Ebhausen,8235020.0,Stand unbekannt
Egenhausen,8235022.0,Stand unbekannt
Enzklösterle,8235025.0,Stand unbekannt
Gechingen,8235029.0,Stand unbekannt
Haiterbach,8235032.0,Stand unbekannt
Bad Herrenalb,8235033.0,Stand unbekannt
Höfen an der Enz,8235035.0,Stand unbekannt
Neubulach,8235047.0,Stand unbekannt
Neuweiler,8235050.0,Stand unbekannt
Oberreichenbach (Schwarzwald),8235055.0,Stand unbekannt
Ostelsheim,8235057.0,Stand unbekannt
Rohrdorf (Kreis Calw),8235060.0,Stand unbekannt
Schömberg (Kreis Calw),8235065.0,Stand unbekannt
Simmersfeld,8235066.0,Stand unbekannt
Simmozheim,8235067.0,Stand unbekannt
Unterreichenbach,8235073.0,Stand unbekannt
Bad Wildbad,8235079.0,Stand unbekannt
Bad Teinach-Zavelstein,8235084.0,Stand unbekannt
Eisingen (Baden),8236011.0,Stand unbekannt
Engelsbrand,8236013.0,Stand unbekannt
Friolzheim,8236019.0,Stand unbekannt
Illingen (Württemberg),8236028.0,Stand unbekannt
Ispringen,8236030.0,Stand unbekannt
Kieselbronn,8236031.0,Stand unbekannt
Knittlingen,8236033.0,Stand unbekannt
Maulbronn,8236038.0,Stand unbekannt
Mönsheim,8236039.0,Stand unbekannt
Neuenbürg,8236043.0,Stand unbekannt
Neuhausen,8236044.0,Stand unbekannt
Ötisheim,8236050.0,Stand unbekannt
Sternenfels,8236061.0,Stand unbekannt
Tiefenbronn,8236062.0,Stand unbekannt
Wiernsheim,8236065.0,Stand unbekannt
Wimsheim,8236067.0,Stand unbekannt
Wurmberg,8236068.0,Stand unbekannt
Keltern,8236070.0,Stand unbekannt
Remchingen,8236071.0,Stand unbekannt
Straubenhardt,8236072.0,Stand unbekannt
Neulingen,8236073.0,Stand unbekannt
Kämpfelbach,8236074.0,Stand unbekannt
Königsbach-Stein,8236076.0,Stand unbekannt
Alpirsbach,8237002.0,Stand unbekannt
Dornstetten,8237019.0,Stand unbekannt
Empfingen,8237024.0,Stand unbekannt
Eutingen im Gäu,8237027.0,Stand unbekannt
Glatten,8237030.0,Stand unbekannt
Grömbach,8237032.0,Stand unbekannt
Loßburg,8237045.0,Stand unbekannt
Pfalzgrafenweiler,8237054.0,Stand unbekannt
Schopfloch (Schwarzwald),8237061.0,Stand unbekannt
Wörnersberg,8237072.0,Stand unbekannt
Seewald,8237073.0,Stand unbekannt
Waldachtal,8237074.0,Stand unbekannt
Bad Rippoldsau-Schapbach,8237075.0,Stand unbekannt
Bollschweil,8315014.0,Stand unbekannt
Breitnau,8315016.0,Stand unbekannt
Buchenbach,8315020.0,Stand unbekannt
Buggingen,8315022.0,Stand unbekannt
Eisenbach (Hochschwarzwald),8315031.0,Stand unbekannt
Feldberg (Schwarzwald),8315037.0,Stand unbekannt
Friedenweiler,8315039.0,Stand unbekannt
Glottertal,8315041.0,Stand unbekannt
Heuweiler,8315051.0,Stand unbekannt
Hinterzarten,8315052.0,Stand unbekannt
Horben,8315056.0,Stand unbekannt
Lenzkirch,8315068.0,Stand unbekannt
Neuenburg am Rhein,8315076.0,Stand unbekannt
Oberried,8315084.0,Stand unbekannt
St. Märgen,8315094.0,Stand unbekannt
St. Peter,8315095.0,Stand unbekannt
Schluchsee,8315102.0,Stand unbekannt
Sölden,8315107.0,Stand unbekannt
Stegen,8315109.0,Stand unbekannt
Sulzburg,8315111.0,Stand unbekannt
Münstertal/Schwarzwald,8315130.0,Stand unbekannt
Malterdingen,8316024.0,Stand unbekannt
Friesenheim (Baden),8317031.0,Stand unbekannt
Gutach (Schwarzwaldbahn),8317039.0,Stand unbekannt
Hausach,8317041.0,Stand unbekannt
Hornberg,8317051.0,Stand unbekannt
Kippenheim,8317059.0,Stand unbekannt
Lauf,8317068.0,Stand unbekannt
Meißenheim,8317075.0,Stand unbekannt
Oberwolfach,8317093.0,Stand unbekannt
Ottenhöfen im Schwarzwald,8317102.0,Stand unbekannt
Sasbach,8317116.0,Stand unbekannt
Sasbachwalden,8317118.0,Stand unbekannt
Schuttertal,8317121.0,Stand unbekannt
Seebach,8317126.0,Stand unbekannt
Seelbach (Schutter),8317127.0,Stand unbekannt
Willstätt,8317141.0,Stand unbekannt
Wolfach,8317145.0,Stand unbekannt
Schwanau,8317150.0,Stand unbekannt
Neuried (Baden),8317151.0,Stand unbekannt
Kappel-Grafenhausen,8317152.0,Stand unbekannt
Bösingen,8325009.0,Stand unbekannt
Dietingen,8325011.0,Stand unbekannt
Epfendorf,8325015.0,Stand unbekannt
Villingendorf,8325060.0,Stand unbekannt
Vöhringen (Württemberg),8325061.0,Stand unbekannt
Wellendingen,8325064.0,Stand unbekannt
Fluorn-Winzeln,8325070.0,Stand unbekannt
Dauchingen,8326010.0,Stand unbekannt
Hüfingen,8326027.0,Stand unbekannt
Schönwald im Schwarzwald,8326054.0,Stand unbekannt
Schonach im Schwarzwald,8326055.0,Stand unbekannt
Triberg im Schwarzwald,8326060.0,Stand unbekannt
Brigachtal,8326075.0,Stand unbekannt
Bärenthal,8327004.0,Stand unbekannt
Böttingen,8327006.0,Stand unbekannt
Bubsheim,8327007.0,Stand unbekannt
Buchheim,8327008.0,Stand unbekannt
Deilingen,8327009.0,Stand unbekannt
Egesheim,8327013.0,Stand unbekannt
Fridingen an der Donau,8327016.0,Stand unbekannt
Gosheim,8327019.0,Stand unbekannt
Irndorf,8327027.0,Stand unbekannt
Königsheim,8327029.0,Stand unbekannt
Kolbingen,8327030.0,Stand unbekannt
Mahlstetten,8327033.0,Stand unbekannt
Neuhausen ob Eck,8327038.0,Stand unbekannt
Reichenbach am Heuberg,8327040.0,Stand unbekannt
Renquishausen,8327041.0,Stand unbekannt
Wehingen,8327051.0,Stand unbekannt
Emmingen-Liptingen,8327057.0,Stand unbekannt
Bernau im Schwarzwald,8337013.0,Stand unbekannt
Bonndorf im Schwarzwald,8337022.0,Stand unbekannt
Dachsberg (Südschwarzwald),8337027.0,Stand unbekannt
Dogern,8337032.0,Stand unbekannt
Görwihl,8337038.0,Stand unbekannt
Grafenhausen,8337039.0,Stand unbekannt
Häusern,8337045.0,Stand unbekannt
Herrischried,8337049.0,Stand unbekannt
Höchenschwand,8337051.0,Stand unbekannt
Ibach,8337059.0,Stand unbekannt
Rickenbach,8337090.0,Stand unbekannt
St. Blasien,8337097.0,Stand unbekannt
Todtmoos,8337108.0,Stand unbekannt
Ühlingen-Birkendorf,8337128.0,Stand unbekannt
Dettingen an der Erms,8415014.0,Stand unbekannt
Grabenstetten,8415028.0,Stand unbekannt
Grafenberg,8415029.0,Stand unbekannt
Hayingen,8415034.0,Stand unbekannt
Hülben,8415039.0,Stand unbekannt
Mehrstetten,8415048.0,Stand unbekannt
Pfronstetten,8415058.0,Stand unbekannt
Pliezhausen,8415060.0,Stand unbekannt
Riederich,8415062.0,Stand unbekannt
Trochtelfingen,8415073.0,Stand unbekannt
Zwiefalten,8415085.0,Stand unbekannt
Römerstein,8415088.0,Stand unbekannt
Hohenstein (Kreis Reutlingen),8415090.0,Stand unbekannt
Sonnenbühl,8415091.0,Stand unbekannt
Lichtenstein,8415092.0,Stand unbekannt
St. Johann,8415093.0,Stand unbekannt
Dußlingen,8416011.0,Stand unbekannt
Nehren (Württemberg,8416026.0,Stand unbekannt
Neustetten,8416049.0,Stand unbekannt
Starzach,8416050.0,Stand unbekannt
Bisingen,8417008.0,Stand unbekannt
Bitz,8417010.0,Stand unbekannt
Burladingen,8417013.0,Stand unbekannt
Dautmergen,8417014.0,Stand unbekannt
Dormettingen,8417015.0,Stand unbekannt
Dotternhausen,8417016.0,Stand unbekannt
Geislingen,8417022.0,Stand unbekannt
Grosselfingen,8417023.0,Stand unbekannt
Haigerloch,8417025.0,Stand unbekannt
Hausen am Tann,8417029.0,Stand unbekannt
Jungingen,8417036.0,Stand unbekannt
Meßstetten,8417044.0,Stand unbekannt
Nusplingen,8417045.0,Stand unbekannt
Obernheim,8417047.0,Stand unbekannt
Rangendingen,8417051.0,Stand unbekannt
Ratshausen,8417052.0,Stand unbekannt
Rosenfeld,8417054.0,Stand unbekannt
Schömberg (Zollernalbkreis),8417057.0,Stand unbekannt
Straßberg,8417063.0,Stand unbekannt
Weilen unter den Rinnen,8417071.0,Stand unbekannt
Winterlingen,8417075.0,Stand unbekannt
Zimmern unter der Burg,8417078.0,Stand unbekannt
Allmendingen,8425002.0,Stand unbekannt
Altheim (bei Ehingen),8425004.0,Stand unbekannt
Altheim (Alb),8425005.0,Stand unbekannt
Amstetten,8425008.0,Stand unbekannt
Ballendorf,8425013.0,Stand unbekannt
Beimerstetten,8425014.0,Stand unbekannt
Bernstadt,8425019.0,Stand unbekannt
Börslingen,8425022.0,Stand unbekannt
Breitingen,8425024.0,Stand unbekannt
Dietenheim,8425028.0,Stand unbekannt
Dornstadt,8425031.0,Stand unbekannt
Emeringen,8425035.0,Stand unbekannt
Emerkingen,8425036.0,Stand unbekannt
Griesingen,8425050.0,Stand unbekannt
